source,detention_facility_code,name,address_full,address,city,state,latitude,longitude,zip,n_codings
team-geocoding,SUMMIUT,Summit County Jail,"6300 Justice Center Rd, Park City, UT 84098",6300 Justice Center Rd,Park City,UT,40.7208854,-111.479076,84098,
hold,IWAHOLD,AZ Removal Operation Coord Center (Arocc),"6335 South Downwind, Suite 104, Mesa, Az 85212","6335 South Downwind, Suite 104",Mesa,AZ,33.30339444,-111.6627399,85212,
hold,STAHOLD,Saint Albans Hold Room,"64 Gricebrook Road, St. Albans, Vt 05478",64 Gricebrook Road,St. Albans,VT,44.80149468,-73.07339391,5478,
team-geocoding,ADVHCHI,Adventist Health Castle,"640 Ulukahiki St, Kailua, HI 96734",640 Ulukahiki St,Kailua,HI,21.38062035,-157.7576827,96734,
hold,TUCHOLD,Tucson INS Hold Room,"6431 South Country Club Road, Tucson, Az 85706",6431 South Country Club Road,Tucson,AZ,32.13575034,-110.9248099,85706,
hold,SACHOLD,Sacramento Hold,"650 Capitol Mall Room I-120, Sacramento, Ca 95814",650 Capitol Mall Room I-120,Sacramento,CA,38.57767039,-121.4999439,95814,
team-geocoding,SJS,San Juan Staging,"651 Federal Drive, Suite 104, Guaynabo, PR 00965","651 Federal Drive, Suite 104",Guaynabo,PR,18.42354698,-66.11456196,965,
team-geocoding,BOPGUA,Guaynabo Mdc (San Juan),"652 Carretera 28, Guaynabo, PR 00965",652 Carretera 28,Guaynabo,PR,18.42143101,-66.11932498,965,
hold,LOUHOLD,Louisville Hold Room,"654 South 7th Street, Louisville, Ky 40203",654 South 7th Street,Louisville,KY,38.24725899,-85.76375173,40203,
hold,SBDHOLD,San Bernardino Hold Room,"655 West Rialto Avenue, San Bernardino, Ca 92410",655 West Rialto Avenue,San Bernardino,CA,34.10052676,-117.2975932,92410,
team-geocoding,SHMCHNV,Summerlin Hospital Medical Center,"657 N Town Center Dr, Las Vegas, NV 89144",657 N Town Center Dr,Las Vegas,NV,36.18116931,-115.3170879,89144,
hold,PCSHOLD,Pecos Hold Room,"67 S. Frontage Ih-20w, Pecos, Tx 79772",67 S. Frontage Ih-20w,Pecos,TX,31.39660166,-103.4926944,79772,
team-geocoding,MHTSATX,Methodist Hospital Texsan,"6700 W I-10, San Antonio, TX 78201",6700 W I-10,San Antonio,TX,29.48980703,-98.54748109,78201,
hold,CLMHOLD,Columbus Hold Room,"675 Brooksedge Boulevard, Westerville, Oh 43081",675 Brooksedge Boulevard,Westerville,OH,40.1081008,-82.93247576,43081,
team-geocoding,MARIOIN,Marion County Jail,"675 Justice Way, Indianapolis, IN 46203",675 Justice Way,Indianapolis,IN,39.7557574,-86.11095438,46203,
team-geocoding,CHFLDVA,Chesterfield County Jail,"6900 Mimms Dr, Chesterfield, VA 23832",6900 Mimms Dr,Chesterfield,VA,37.37892798,-77.50784406,23832,
team-geocoding,WALTNFL,Walton County Department of Corrections,"691 Institution Rd., Defuniak Springs, FL 32433",691 Institution Rd.,Defuniak Springs,FL,30.7780307,-86.10312887,32433,
team-geocoding,XXBLISS,Dod Detention Facility At Fort Bliss,"6920 Digital Rd, El Paso, TX 79936",6920 Digital Rd,El Paso,TX,31.81113348,-106.2994954,79936,
team-geocoding,EROFCB,Enforcement and Removal Operations El Paso Camp East Montana,"6920 Digital Road, El Paso, TX 79936",6920 Digital Road,El Paso,TX,31.811927,-106.2981181,79936,
hold,RENHOLD,Reno Hold Room,"6999 Sierra Center Parkway, Reno, Nv 89511",6999 Sierra Center Parkway,Reno,NV,39.46210857,-119.7775334,89511,
team-geocoding,VTCHTDN,Chittenden Regional Correctional Facility,"7 Farrell Street, South Burlington, VT 05403",7 Farrell Street,South Burlington,VT,44.44639778,-73.20538039,5403,
team-geocoding,BOPPHL,Fdc Philadelphia,"700 Arch Street, Philadelphia, PA 19106",700 Arch Street,Philadelphia,PA,39.95254135,-75.1520479,19106,
team-geocoding,MNROEMI,Monroe County Jail,"7000 East Dunbar Road, Monroe, MI 48161",7000 East Dunbar Road,Monroe,MI,41.89557061,-83.3932822,48161,
team-geocoding,MONROMI,Monroe County Detention-Dorm,"7000 East Dunbar Road, Monroe, MI 48161",7000 East Dunbar Road,Monroe,MI,41.89557061,-83.3932822,48161,
team-geocoding,TGKJLFL,Turner Guilford Knight (Tgk) Jail,"7000 Nw 41st St., Miami, FL 33166",7000 Nw 41st St.,Miami,FL,25.81029782,-80.31141999,33166,
team-geocoding,NYLIVIC,Livingston Correctional,"7005 Sonyea Rd, Sonyea, NY 14556",7005 Sonyea Rd,Sonyea,NY,42.6896103,-77.82396193,14556,
team-geocoding,MMCCRIA,Mercy Medical Center Cedar Rapid,"701 10th St Se, Cedar Rapids, IA 52403",701 10th St Se,Cedar Rapids,IA,41.97806891,-91.65578114,52403,
team-geocoding,BOPCNV,Nashville Comm Correctional,"701 Broadway St, Suite 124, Nashville, TN 37203","701 Broadway St, Suite 124",Nashville,TN,36.15843994,-86.78240643,37203,
team-geocoding,HIDALTX,Hidalgo County Sheriff's Jail,"701 E El Cibolo Rd, Edinburg, TX 78541",701 E El Cibolo Rd,Edinburg,TX,26.416844,-98.12778001,78541,
team-geocoding,LASALTX,Lasalle County Jail,"703 N Main Street, Cotulla, TX 78014",703 N Main Street,Cotulla,TX,28.44383667,-99.23705189,78014,
hold,GRIHOLD,Grand Island Hold Room,"703 S Webb Rd, Suite D, Grand Island, NE 68803","703 S Webb Rd, Suite D",Grand Island,NE,40.91207017,-98.37725856,68803,
team-geocoding,LRKNHFL,Larkin Hospital,"7031 SW 62nd Ave, South Miami, FL 33143",7031 SW 62nd Ave,South Miami,FL,25.70558445,-80.29317311,33143,
team-geocoding,EDNDCTX,Eden Detention Center,"704 E Broadway Street, Eden, TX 76837",704 E Broadway Street,Eden,TX,31.21636286,-99.8344809,76837,
team-geocoding,BUTLEOH,Butler County Sheriff's Office,"705 Hanover Street, Hamilton, OH 45011",705 Hanover Street,Hamilton,OH,39.38790911,-84.55572745,45011,
team-geocoding,APIBHCA,Alvarado Parkway Institute,"7050 Parkway Dr, La Mesa, CA 91942",7050 Parkway Dr,La Mesa,CA,32.77458776,-117.0441556,91942,
hold,CHYHOLD,Cheyenne Hold Room,"7052 Commerce Circle Suite 130, Cheyenne, WY 82007",7052 Commerce Circle Suite 130,Cheyenne,WY,41.13481054,-104.7211537,82007,
team-geocoding,OGRMCNY,Orange Regional Medical Center,"707 E Main St, Middletown, NY 10940",707 E Main St,Middletown,NY,41.44184139,-74.36814683,10940,
team-geocoding,PCRMMGA,Piedmount Columbus Regional Midtown Mc,"710 Center St, Columbus, GA 31901",710 Center St,Columbus,GA,32.48050735,-84.98169032,31901,
team-geocoding,CHPHOVA,Chippenham Hospital - Richmond,"7101 Jahnke Rd, Richmond, VA 23225",7101 Jahnke Rd,Richmond,VA,37.51445053,-77.52573356,23225,
team-geocoding,AZSVCPC,Arizona State Prison - Yuma,"7125 E Cesar Chavez Blvd, San Luis, AZ 85349",7125 E Cesar Chavez Blvd,San Luis,AZ,32.50243458,-114.6465752,85349,
team-geocoding,PHELPNE,Phelps County Jail,"715 5th Avenue, Holdrege, NE 68949",715 5th Avenue,Holdrege,NE,40.43955352,-99.37063646,68949,
new,ONSLONC,Onslow County Jail,"717 Court Street, Jacksonville, NC 28540",717 Court Street,Jacksonville,NC,34.75173459,-77.43225086,28540,
team-geocoding,PMMRHMI,Promedica Monroe Regional Hospital,"718 N Macomb St, Monroe, MI 48162",718 N Macomb St,Monroe,MI,41.92448244,-83.3881912,48162,
team-geocoding,NYWASHC,Washington Correctional,"72 Lock 11 Rd, Comstock, NY 12821",72 Lock 11 Rd,Comstock,NY,43.46521437,-73.43226744,12821,
team-geocoding,ESKHLIN,Eskenazi Health,"720 Eskenazi Avenue, Indianapolis, IN 46202",720 Eskenazi Avenue,Indianapolis,IN,39.77822865,-86.18412848,46202,
team-geocoding,HCMCMMN,Hennepin County Medical Center,"730 S 8th St, Minneapolis, MN 55415",730 S 8th St,Minneapolis,MN,44.97210379,-93.2624106,55415,
hold,FREHOLD,Fresno Hold Room,"733 L Street, Fresno, Ca 93721",733 L Street,Fresno,CA,36.73282025,-119.7855754,93721,
team-geocoding,APPSCLA,Allen Parish Public Safety Complex,"7340 Highway 26 W, Oberlin, LA 70655",7340 Highway 26 W,Oberlin,LA,30.62356505,-92.78271897,70655,
team-geocoding,ARAPACO,Arapahoe County Jail,"7375 S. Potomac St., Centennial, CO 80112",7375 S. Potomac St.,Centennial,CO,39.58144095,-104.8326118,80112,
hold,SMAHOLD,Santa Maria Sub Office Enforcement and Removal Operations,"740 West Century Street Suite A, Santa Maria, Ca 93455",740 West Century Street Suite A,Santa Maria,CA,34.91811001,-120.44476,93455,
team-geocoding,TVMSATX,Pam Specialty Hospital of San Antonio,"7400 Barlite Blvd, San Antonio, TX 78244",7400 Barlite Blvd,San Antonio,TX,29.35298822,-98.54591158,78244,
team-geocoding,CCASDCA,Otay Mesa Detention Center,"7488 Calzada De La Fuente, San Diego, CA 92154",7488 Calzada De La Fuente,San Diego,CA,32.57583662,-116.9155909,92154,
team-geocoding,SMRVLTX,Somervell County Sheriff's Department,"750 Bo Gibbs Blvd, Glen Rose, TX 76043",750 Bo Gibbs Blvd,Glen Rose,TX,32.25009478,-97.75109712,76043,
team-geocoding,WASHCUT,Washington County Jail,"750 South 5300 West, Hurricane, UT 84737",750 South 5300 West,Hurricane,UT,37.15838619,-113.4122214,84737,
team-geocoding,SCVMCCA,Sharp Chula Vista Medical Center,"751 Medical Center Ct, Chula Vista, CA 91911",751 Medical Center Ct,Chula Vista,CA,32.61893561,-117.0235211,91911,
team-geocoding,LPD77CA,Los Angeles Police PD 77th Div,"7600 S Broadway, Los Angeles, CA 90003",7600 S Broadway,Los Angeles,CA,33.97056125,-118.2779324,90003,
team-geocoding,NASSAFL,Nassau County Jail,"76212 Nicholas Cutinha Rd, Yulee, FL 32097",76212 Nicholas Cutinha Rd,Yulee,FL,30.62244431,-81.63525504,32097,
team-geocoding,UINTAWY,Uinta County Sheriff,"77 County Road #109, Evanston, WY 82930",77 County Road #109,Evanston,WY,41.26930541,-110.9213668,82930,
team-geocoding,METHOTX,Methodist Hospital,"7700 Floyd Curl Dr, San Antonio, TX 78229",7700 Floyd Curl Dr,San Antonio,TX,29.50814961,-98.57256528,78229,
team-geocoding,DNHMCCO,Denver Health Medical Center,"777 Bannock Street, Denver, CO 80204",777 Bannock Street,Denver,CO,39.72859471,-104.9910426,80204,
team-geocoding,WWDHDNH,Wentworth-Douglass Hospital,"789 Central Ave, Dover, NH 03820",789 Central Ave,Dover,NH,43.21340901,-70.87359603,3820,
team-geocoding,COLCASC,Columbia Care Center,"7901 Farrow Road, Columbia, SC 29203",7901 Farrow Road,Columbia,SC,34.07857594,-80.97888153,29203,
team-geocoding,BOPBRO,Mdc Brooklyn,"80 29th Street, Brooklyn, NY 11232",80 29th Street,Brooklyn,NY,40.66031328,-74.00398013,11232,
team-geocoding,GMHATGA,Grady Memorial Hospital,"80 Jessie Hill Jr Dr Se, Atlanta, GA 30303",80 Jessie Hill Jr Dr Se,Atlanta,GA,33.75168214,-84.38198619,30303,
team-geocoding,WILSOTX,Wilson County Jail,"800 10th St Unit 4, Floresville, TX 78114",800 10th St Unit 4,Floresville,TX,29.14815731,-98.15761162,78114,
hold,WCTHOLD,Waco Detention and Removal Operations Hold Room,"800 Franklin Avenue, Ste 153, Waco, Tx","800 Franklin Avenue, Ste 153",Waco,TX,31.55300969,-97.13329209,76701,
hold,SAJHOLD,San Juan Sub-Office Hold Room,"800 Juan Ponce De Leon Avenue, 12th Floor, San Juan, Pr 00908","800 Juan Ponce De Leon Avenue, 12th Floor",San Juan,PR,18.45535098,-66.08279203,908,
team-geocoding,CSSCHVA,Centra Southside Comm Hospital,"800 Oak St, Farmville, VA 23901",800 Oak St,Farmville,VA,37.30296686,-78.40435374,23901,
team-geocoding,VENTUCA,Ventura County Jail,"800 South Victoria Avenue, Ventura, CA 93009",800 South Victoria Avenue,Ventura,CA,34.26848745,-119.2114051,93009,
team-geocoding,MARTIFL,Martin County Jail,"800 Southeast Monterey Road, Stuart, FL 34994",800 Southeast Monterey Road,Stuart,FL,27.17239299,-80.24191904,34994,
hold,BKLHOLD,Bakerfield Hold,"800 Truxtun Avenue, Bakersfield, Ca 93301",800 Truxtun Avenue,Bakersfield,CA,35.37379603,-119.0111914,93301,
team-geocoding,DAVISUT,Davis County,"800 West State Street, Farmington, UT 84025",800 West State Street,Farmington,UT,40.98053232,-111.9041646,84025,
team-geocoding,CURRYNM,Curry County Detention Facility,"801 Mitchell Street, Clovis, NM 88101",801 Mitchell Street,Clovis,NM,34.40628552,-103.2062745,88101,
team-geocoding,SEBASAR,Sebastian County Detention Center,"801 South A Street, Fort Smith, AR 72901",801 South A Street,Fort Smith,AR,35.38250868,-94.42505022,72901,
team-geocoding,MSTHSTX,Methodist Specialty Transplant Hos,"8026 Floyd Curl Dr, San Antonio, TX 78229",8026 Floyd Curl Dr,San Antonio,TX,29.51361839,-98.57659002,78229,
team-geocoding,MTGHOLD,Montgomery Hold Room,"806 Hilbig Road, Conroe, TX 77301",806 Hilbig Road,Conroe,TX,30.33710098,-95.44269901,77301,
team-geocoding,MTGPCTX,Montgomery Processing Center,"806 Hilbig Road, Conroe, TX 77301",806 Hilbig Road,Conroe,TX,30.33710098,-95.44269901,77301,
team-geocoding,MVPNHPA,Penn Highlands Clearfield,"809 Turnpike Ave, Clearfield, PA 16830",809 Turnpike Ave,Clearfield,PA,41.0334042,-78.4498357,16830,
team-geocoding,KARNETX,Karnes County Correctional Center,"810 Commerce Street, Karnes City, TX 78118",810 Commerce Street,Karnes City,TX,28.883469,-97.9117849,78118,
hold,DALHOLD,Dallas FO Hold,"8101 N. Stemmons Freeway, Dallas, Tx 75247",8101 N. Stemmons Freeway,Dallas,TX,32.82378266,-96.87200755,75247,
team-geocoding,NWRCCMN,Northwest Regional Corrections Center,"816 Marin Ave., Suite 110, Crookston, MN 56716","816 Marin Ave., Suite 110",Crookston,MN,47.7688529,-96.62850915,56716,
hold,WESHOLD,Westminster Custody,"8200 Westminster Boulevard, Westminster, Ca 92683",8200 Westminster Boulevard,Westminster,CA,33.75709999,-117.9859,92683,
hold,RICHOLD,Richland Hold Room,"825 Jadwin Avenue Room G165, Richland, Wa 99352",825 Jadwin Avenue Room G165,Richland,WA,46.27754116,-119.275982,99352,
hold,ETWHOLD,Etowah Enforcement and Removal Operations Hold Room,"827 Forrest Avenue, Gadsden, AL",827 Forrest Avenue,Gadsden,AL,34.01549738,-86.01228957,35901,
team-geocoding,ETOWAAL,Etowah County Jail,"827 Forrest Avenue, Gadsden, AL 35901",827 Forrest Avenue,Gadsden,AL,34.01639458,-86.01248822,35901,
team-geocoding,HIDALNM,Hidalgo County Detention Center,"83 Old Highway 70, Lordsburg, NM 88045",83 Old Highway 70,Lordsburg,NM,32.33784165,-108.6661874,88045,
team-geocoding,JENADLA,La Salle Detention Facility,"830 Pinehill Road, Jena, LA 71342",830 Pinehill Road,Jena,LA,31.70820361,-92.15343938,71342,
team-geocoding,LSRDCTX,LaSalle County Regional Detention Center,"832 East Texas Hwy 44, Encinal, TX 78019",832 East Texas Hwy 44,Encinal,TX,28.04550349,-99.33632924,78019,
team-geocoding,HCPSCMS,Hancock County Public Safety Complex,"8450 Highway 90, Bay Saint Louis, MS 39520",8450 Highway 90,Bay Saint Louis,MS,30.30312418,-89.47651733,39520,
team-geocoding,GUAMHGU,Guam Memorial Hospital,"850 Gov Carlos G Camacho Rd., Tamuning, GU 96913",850 Gov Carlos G Camacho Rd.,Tamuning,GU,13.50496171,144.7746424,96913,
team-geocoding,PLATTWY,Platte County Jail,"850 Maple Street, Wheatland, WY 82201",850 Maple Street,Wheatland,WY,42.05542801,-104.952064,82201,
new,BOPLAT,LA Tuna Federal Correctional Institution,"8500 Doniphan Rd, Anthony, TX 79821",8500 Doniphan Rd,Anthony,TX,31.98212529,-106.5914752,79821,
team-geocoding,HGHBECO,Highlands Behavioral Health,"8565 Poplar Way, Littleton, CO 80130",8565 Poplar Way,Littleton,CO,39.56277988,-104.9076912,80130,
team-geocoding,BREVDFL,Brevard County Jail Complex,"860 Camp Road, Cocoa, FL 32927",860 Camp Road,Cocoa,FL,28.44815289,-80.78176892,32927,
hold,SNDHOLD,Snd District Staging,"880 Front Street Suite 2242, San Diego, Ca 92101",880 Front Street Suite 2242,San Diego,CA,32.71460715,-117.165296,92101,
hold,FMYHOLD,Fort Myers Enforcement and Removal Operations Hold Room,"8860 Salrose Lane, Fort Myers, Fl 33912",8860 Salrose Lane,Fort Myers,FL,26.54846913,-81.81094099,33912,
team-geocoding,JHMCJNY,Jamaica Hospital Medical Center,"8900 Van Wyck Expwy, Richmond Hill, NY 11418",8900 Van Wyck Expwy,Richmond Hill,NY,40.70025598,-73.81621603,11418,
team-geocoding,BOPTCN,Tucson Federal Correctional Inst,"8901 South Wilmot Road, Tucson, AZ 85706",8901 South Wilmot Road,Tucson,AZ,32.08938687,-110.8566636,85706,
team-geocoding,EPC,El Paso Service Processing Center,"8915 Montana Avenue, El Paso, TX 79925",8915 Montana Avenue,El Paso,TX,31.79376201,-106.3692084,79925,
team-geocoding,EPCJUVI,El Paso Service Processing Center Juvenile,"8915 Montana St., El Paso, TX 79925",8915 Montana St.,El Paso,TX,31.79376201,-106.3692084,79925,
team-geocoding,PRVMDKS,Providence Medical Group,"8929 Parallel Pkwy, Kansas City, KS 66112",8929 Parallel Pkwy,Kansas City,KS,39.12730061,-94.7869798,66112,
team-geocoding,BURNETX,Burnet County Jail,"900 County Ln, Burnet, TX 78611",900 County Ln,Burnet,TX,30.74152144,-98.2530483,78611,
team-geocoding,HARDEFL,Hardee County Jail,"900 E Summit St, Wauchula, FL 33873",900 E Summit St,Wauchula,FL,27.54292218,-81.8022425,33873,
team-geocoding,STLUCFL,St Lucie County Jail,"900 N. Rock Rd, Fort Pierce, FL 34945",900 N. Rock Rd,Fort Pierce,FL,27.45346523,-80.40944118,34945,
hold,MOAHOLD,Mobile Hold Room,"900 Western America Circle, Mobile, Al 36609",900 Western America Circle,Mobile,AL,30.67357769,-88.13118549,36609,
team-geocoding,BROKSTX,Brooks County Detention Center,"901 County Road 201, Falfurrias, TX 78355",901 County Road 201,Falfurrias,TX,27.24768503,-98.12648551,78355,
team-geocoding,PUEBLCO,Pueblo County Jail,"909 Court Street, Pueblo, CO 81003",909 Court Street,Pueblo,CO,38.27555705,-104.610633,81003,
team-geocoding,LIMESTX,Limestone County Detention Center,"910 North Tyus Street, Groesbeck, TX 76642",910 North Tyus Street,Groesbeck,TX,31.52584114,-96.50657417,76642,
team-geocoding,TAYLOTX,Taylor County Adult Detention,"910 South 27th Street, Abilene, TX 79602",910 South 27th Street,Abilene,TX,32.41693799,-99.73460803,79602,
team-geocoding,LIMCJTX,Limestone County Jail,"910 Tyus St, Groesbeck, TX 76642",910 Tyus St,Groesbeck,TX,31.52584114,-96.50657417,76642,
hold,AMTHOLD,Amarillo Hold Room,"9100 S Georgia St, Amarillo, Tx 79118",9100 S Georgia St,Amarillo,TX,35.11763714,-101.8670628,79118,
team-geocoding,RNDLLTX,Randall County Jail,"9100 South Georgia Street, Amarillo, TX 79118",9100 South Georgia Street,Amarillo,TX,35.11763714,-101.8670628,79118,
team-geocoding,AKHIGHL,Hiland Mountain Correctional Center,"9101 Hesterberg Road, Eagle River, AK 99577",9101 Hesterberg Road,Eagle River,AK,61.30306602,-149.581249,99577,
team-geocoding,WASHONV,Washoe County Jail,"911 E Parr Blvd, Reno, NV 89512",911 E Parr Blvd,Reno,NV,39.57384441,-119.8110119,89512,
team-geocoding,SALINNE,Saline County Jail,"911 S Main Street, Wilber, NE 68465",911 S Main Street,Wilber,NE,40.47505021,-96.96165644,68465,
hold,CRPHOLD,Corpus Christi EOR Hold Room,"9149 Tx-44, Corpus Christi, Tx 78406",9149 Tx-44,Corpus Christi,TX,27.77946586,-97.5436642,78406,
team-geocoding,LEVYCFL,Levy County Jail,"9150 Ne 80th Ave, Bronson, FL 32621",9150 Ne 80th Ave,Bronson,FL,29.4651518,-82.63967979,32621,
new,LAFAYLA,Lafayette Parish so Jail Annex,"916 Lafayette Street, Lafayette, La 70501",916 Lafayette Street,Lafayette,LA,30.22352032,-92.02141108,70501,
hold,RCMHOLD,Richmond Sub-Office Hold,"9200 Arboretum Parkway Suite 140, North Chesterfield, Va 23236",9200 Arboretum Parkway Suite 140,North Chesterfield,VA,37.49424235,-77.56860725,23236,
hold,CLEHOLD,Cleveland Hold Room,"925 Keynote Circle, Brooklyn Heights, Oh 44131",925 Keynote Circle,Brooklyn Heights,OH,41.41178355,-81.66552561,44131,
team-geocoding,PWILLVA,Prince William County Adult Detention Center,"9320 Lee Avenue, Manassas, VA 20110",9320 Lee Avenue,Manassas,VA,38.75207198,-77.48000919,20110,
team-geocoding,VPREGVA,Virginia Peninsula Regional Jail,"9320 Merrimac Trail, Williamsburg, VA 23185",9320 Merrimac Trail,Williamsburg,VA,37.21660857,-76.60350921,23185,
hold,PUEHOLD,Pueblo Hold Room,"935 Highway 67, Florence, Co 81226",935 Highway 67,Florence,CO,38.42656923,-105.1156528,81226,
team-geocoding,WVEASTR,Eastern Regional Jail,"94 Grapevine Rd, Martinsburg, WV 25405",94 Grapevine Rd,Martinsburg,WV,39.43592522,-77.9563675,25405,
team-geocoding,BRDFDFL,Bradford County Jail,"945 N Temple Ave, Starke, FL 32091",945 N Temple Ave,Starke,FL,29.95411301,-82.10957797,32091,
hold,ORLHOLD,Orlando Hold Room,"9495 Delegates Drive, Orlando, Fl 32837",9495 Delegates Drive,Orlando,FL,28.42818942,-81.40971328,32837,
team-geocoding,BRYANGA,Bryan County Jail,"95 Public Safety Way, Pembroke, GA 31321",95 Public Safety Way,Pembroke,GA,32.134516,-81.618418,31321,
team-geocoding,WYATTRI,Wyatt Detention Facility,"950 High Street, Central Falls, RI 02863",950 High Street,Central Falls,RI,41.8923362,-71.3840132,2863,
team-geocoding,COCONAZ,Coconino County Detention Facility,"951 E. Sawmill Rd, Flagstaff, AZ 86001",951 E. Sawmill Rd,Flagstaff,AZ,35.18722484,-111.6411599,86001,
new,CAMERTX,Cameron County Jail,"954 E. Harrison, Olmito, Tx 78520",954 E. Harrison,Olmito,TX,25.90778902,-97.49519098,78520,
team-geocoding,JENATLA,Alexandria Staging Facility,"96 George Thompson Dr., Alexandria, LA 71303",96 George Thompson Dr.,Alexandria,LA,31.3175636,-92.53649027,71303,
team-geocoding,ROCKINH,Rockingham County Jail,"96 North Road, Brentwood, NH 03833",96 North Road,Brentwood,NH,43.01201382,-71.05077908,3833,
hold,NEWHOLD,New/INS Os Hold Room,"970 Broad Street 11th Floor, Newark, Nj 07102",970 Broad Street 11th Floor,Newark,NJ,40.730128,-74.17434499,7102,
team-geocoding,PINALAZ,Pinal County Jail,"971 N. Jason Lopez Circle, Florence, AZ 85132",971 N. Jason Lopez Circle,Florence,AZ,33.04146965,-111.377858,85132,
hold,CINHOLD,Cincinnati Hold Room,"9875 Redhill Drive, Blue Ash, Oh 45242",9875 Redhill Drive,Blue Ash,OH,39.23831905,-84.3803083,45242,
team-geocoding,WEBDCTX,Corecivic Webb County Detention Center,"9998 S. Highway 83, Laredo, TX 78046",9998 S. Highway 83,Laredo,TX,27.36981816,-99.49028435,78046,
new,GTMOACU,Windward Holding Facility,"Avenue C Psc 1005 Box 55, Fpo, Cu",Avenue C Psc 1005 Box 55,FPO AE,CU,,,9593,
new,GTMOBCU,Migrant Operations Center East,"Avenue C Psc 1005 Box 55, Fpo, Cu",Avenue C Psc 1005 Box 55,FPO AE,CU,,,9593,
new,GTMODCU,Migrant Operations Center Main Av622,"Avenue C Psc 1005 Box 55, Fpo, Cu",Avenue C Psc 1005 Box 55,FPO AE,CU,19.91143841,-75.22266036,9593,
team-geocoding,KRHUBFL,Krome/Miami Hub,"Concourse E Satellite, Miami International, Miami, FL 33299","Concourse E Satellite, Miami International",Miami,FL,25.7952677,-80.2834383,33299,
new,AGC,Aguadilla Service Processing Center,"Corner of Belt Rd and Gun Club St., Aguadilla, Pr 00604",Corner of Belt Rd and Gun Club St.,Aguadilla,PR,18.49562533,-67.14344217,604,
new,MPSIPAN,Saipan Department of Corrections,"Tekken St, Susupe, Saipan, Mp 96950",Tekken St,"Susupe, Saipan",MP,15.1581786,145.7073558,96950,
team-geocoding,JFKTSNY,JFK International Ap - T7,"Terminal 7, Jamaica, NY 11430",Terminal 7,Jamaica,NY,40.6495293,-73.7828736,11430,
new,CBPCAL,Calexico East Poe,"1699 Carr Road, Calexico, CA 92231",1699 Carr Road,Calexico,CA,,,92231,
new,MCJJVFL,Martin County Jail - Juvenile,"800 SE Monterey Road, Stuart, FL 34994",800 SE Monterey Road,Stuart,FL,,,34994,
new,SMITHTX,Smith County Jail,"206 E Elm Street, Tyler, TX 75702",206 E Elm Street,Tyler,TX,,,75702,
new,GALVETX,Galveston County Jail,"5700 Avenue H, Galveston, TX 77551",5700 Avenue H,Galveston,TX,29.293133622244,-94.8306397124008,77551,
new,SBNTOTX,San Benito Police Department,"601 N Oscar Williams Rd, San Benito, TX 78586",601 N Oscar Williams Rd,San Benito,TX,,,78586,
new,TAYLOFL,Taylor County Jail,,,,,30.1104,-83.5734,,
new,COOKETX,Cooke County Jail,"300 County Road 451, Gainesville, TX 76240",300 County Road 451,Gainesville,TX,33.6491,-97.1684,76240,
new,LINCOWY,Lincoln County Jail,"1040 Justice Center Dr, Kemmerer, WY 83101",1040 Justice Center Dr,Kemmerer,WY,41.794,-110.5726,83101,
new,TETONWY,Teton County Detention Center,"175 S Willow St, Jackson, WY 83001",175 S Willow St,Jackson,WY,43.47795,-110.7594,83001,
new,OTEROCO,Otero County Jail,"222 East Second Street, La Junta, CO 81050",222 East Second Street,La Junta,CO,37.98665,-103.5396,81050,
new,BEECOTX,Bee County Jail,,,,,28.404,-97.7297,,
new,TAZRJVA,Southwest Regional Jail Authority - Tazewell Facility,,,,,,,,
new,NATCHLA,,,,,,31.7326013287411,-93.1005448465157,,
new,BARRECA,,,,,,32.7180851660563,-116.676653857671,,
new,DELAWPA,George W. Hill Correctional Facility,"500 Cheyney Road, Thornton, PA 19373",500 Cheyney Road,Thornton,PA,,,,
hold,SAVHOLD,Savannah Hold Room,"1050 Carl Griffin Dr, Savannah, GA 31405",1050 Carl Griffin Dr,Savannah,GA,32.06706317931771,-81.16854290804255,31405,
hold,OAKHOLD,Oakdale Holding Room,"1010 E Whatley Rd, Oakdale, LA 71463",1010 E Whatley Rd,Oakdale,LA,30.831289629029506,-92.65036902511154,71463,
hold,FDLHOLD,Ferndale Hold Room,"5200 Industrial Pl Ferndale, WA 98248",5200 Industrial Pl,Ferndale,WA,48.82982219180827,-122.55544009860967,98248,
