idnInmate	Strcity	Strcode	Strdescription	datCreatedOn	datModifiedOn	blnActive
4369	SDC	BLA	BLAND CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4370	SDC	BOS	BOSTICK CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4371	SDC	BOT	BOTECOURT CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4372	SDC	BRE	BROAD RIVER RECEPTION AND EVALUATION CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4373	SDC	BRO	BROWN CREEK CORRECTION CENTER                     	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4374	SDC	BRS	AL BURRIS CORRECTIONAL INSTITUTION                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4375	SDC	BTN	FCI BUTNER                                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4376	SDC	BUC	BUCKINGHAM CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4377	SDC	BUL	BULLOCK COUNTY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4378	SDC	BUR	BURKEVILLE                                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4379	SDC	BUT	LSCI BUTNER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4380	SDC	BWN	BALDWIN CORRECTIONAL INSTITUTE                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4381	SDC	CAB	CABARRUS CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4382	SDC	CAL	CALEDONIA CORRECTIONAL CORRECTIONS	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4383	SDC	CAM	C/O SCI CAMP HILL                                 	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4384	SDC	CAR	CAROLINE CORRECTIONAL UNIT NUMBER TWO             	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4385	SDC	CAS	CASWELL CORR CTR	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4386	SDC	CAT	CARTERET CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4387	SDC	CAW	CATAWBA CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4388	SDC	CCC	COLUMBUS CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4389	SDC	CCI	CENTRAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4390	SDC	CEP	CENTRAL PRISON	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4391	SDC	CHA	CHARLOTTE CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4392	SDC	CHN	CALHOUN CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4393	SDC	CIR	CARROLL C.I.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4394	SDC	CLA	CLAYTON COUNTY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4395	SDC	COA	COASTAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4396	SDC	COB	COBB COUNTY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4397	SDC	COL	COLUMBUS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4398	SDC	CRA	CRAGGY CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4399	SDC	CRE	STATE CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4400	SDC	CRO	CROSS ANCHOR CORR. INST                           	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4401	SDC	CTF	DC DOC, CORRECTIONAL TREATMENT FACILITY           	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4402	SDC	CUR	CURRITUK CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4403	SDC	DAL	C/O WARDEN                                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4404	SDC	DAV	DAVIE CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4405	SDC	DCH	DUTCHMAN CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4406	SDC	DCI	DODGE CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4407	SDC	DCJ	DC DEPARTMENT OF CORRECTIONS                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4408	SDC	DCT	DARE COUNTY DETENTION FACILITY                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4409	SDC	DEE	DEERFIELD CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4410	SDC	DIL	DILLWYN CORRECTIONAL FACILITY                     	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4411	SDC	DKB	DEKALB COUNTY JAIL                                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4412	SDC	DLY	DOOLY CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4413	SDC	DMC	DEEP MEADOW CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4414	SDC	DOD	DODGE CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4415	SDC	DPN	DUPLIN CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4416	SDC	DPR	DRAPER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4417	SDC	DRA	DRAPER CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4418	SDC	DUR	DURHAM CORRECTIONAL  CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4419	SDC	EAS	EASTERN CORR. INST..                              	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4420	SDC	EVA	EVANS CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4421	SDC	EVE	EVANS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4422	SDC	FCC	FOUNTAIN CORRECTIONAL CENTER FOR WOMEN            	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4423	SDC	FCI	FEDERAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4424	SDC	FLO	FLOYD COUNTY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4425	SDC	FOO	FOOTHILLS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4426	SDC	FOR	FORSYTH COUNTY DETENTION CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4427	SDC	FOU	FOUNTAIN CORRECTIONAL CENTER FOR WOMEN            	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4428	SDC	FRA	FRANKLIN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4429	SDC	FRN	FRANKLIN CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4430	SDC	GAT	GATES CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4431	SDC	GCC	GASTON CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4432	SDC	GDB	GEORGIA DIAGNOSTIC & CLASSIFICATION CENTER        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4433	SDC	GDC	GEORGIA DIAGNOSTIC & CLASSIFICATION CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4434	SDC	GEO	GEORGIA DIAGNOSTIC & CLASSIFICATION CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4435	SDC	GII	GEORGIA INDUSTRIAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4436	SDC	GNE	GREENE CORRECTIONL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4437	SDC	GOO	VIRGINIA CORRECTIONAL CENTER FOR WOMEN            	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4438	SDC	GRA	C/O SCI GRATERFORD                                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4439	SDC	GRE	GREENSVILLE CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4440	SDC	GSP	GEORGIA STATE PRISON                              	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4441	SDC	HAD	RIVERS CORRECTIONAL INST.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4442	SDC	HAN	HANCOCK CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4443	SDC	HAR	HARNETT CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4444	SDC	HAY	HAYS CORRECTIONAL INST	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4445	SDC	HLX	HALIFAX CORRECTION CENTER                         	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4446	SDC	HOK	HOKE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4447	SDC	HRS	HARRIS COUNTY C.I.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4448	SDC	HUN	SCI AT RETREAT                                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4449	SDC	HVL	HAYNESVILLE CI                                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4450	SDC	HYS	HAYES CORECTIONAL CENTER                          	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4451	SDC	IFW	NORTH CAROLINA INSTITUTION FOR WOMEN              	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4452	SDC	INC	INDIAN CREEK CORRECTIONAL FACILITY                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4453	SDC	IRE	IREDEL CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4454	SDC	JAC	JACKSON COUNTY C.I.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4455	SDC	JCI	JOHNSON CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4456	SDC	JOH	JOHNSTON CORR. INST                               	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4457	SDC	JRI	JAMES RIVER CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4458	SDC	KCI	KIRKLAND CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4459	SDC	KIL	AL DEP OF CORR, KILBY CORRECTIONAL INSTITUTE      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4460	SDC	KMC	KEENE MOUNTAIN CORRECTIONAL CENTER                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4461	SDC	LBR	LIEBER CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4462	SDC	LCI	LOWNDES CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4463	SDC	LEE	LEE CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4464	SDC	LER	LEROY CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4465	SDC	LEW	C/O LEWISBURG                                     	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4466	SDC	LIM	LIMESTONE CC                                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4467	SDC	LIN	LINCOLN CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4468	SDC	LOR	 LORTON CORRECTIONAL FACILITY, DOC                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4469	SDC	LOW	LOW SECURITY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4470	SDC	LTH	LEATH CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4471	SDC	LUM	LUMBERTON CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4472	SDC	MAC	MACDOUGALL CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4473	SDC	MAF	MARY FRANCIS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4474	SDC	MAN	MANNING CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4475	SDC	MAO	CENTRAL CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4476	SDC	MAR	MARION CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4477	SDC	MAU	EASTERN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4478	SDC	MCC	MCCORMICK CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4479	SDC	MCD	MACDOUGALL CORRECTIONAL INSTITUTION               	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4480	SDC	MCH	MCCAIN CORRECTIONAL HOSPITAL                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4481	SDC	MCK	MECKLENBURG CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4482	SDC	MCN	MACON CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4483	SDC	MEN	MEN'S CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4484	SDC	MET	METRO CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4485	SDC	MGC	MGCI WOMENS CORRECTIONAL INSTITUTION              	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4486	SDC	MON	MONTGOMERY CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4487	SDC	MOR	MORRISON YOUTH INSTITUTION                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4488	SDC	MUS	MUSCOGEE C.I.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4489	SDC	NAG	CAMPAMENTO PUNTA LIMA	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4490	SDC	NAS	NASH CORRECTIONAL INSTITUTE                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4491	SDC	NCC	N.C. DEPARTMENT OF CORRECTIONS                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4492	SDC	NCT	NORTH CAROLINA CORRECTIONAL CENTER                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4493	SDC	NEU	NEUSE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4494	SDC	NHA	NEW HANOVER CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4495	SDC	NOR	NORTH CAROLINA CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4496	SDC	NOT	NOTTOWAY CORRECTIONAL CNETER                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4497	SDC	NSV	NASH CORRECTIONAL INSTITUTION                     	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4498	SDC	NTH	NORTHSIDE CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4499	SDC	OCC	OCCOQUAN FACILITY                                 	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4500	SDC	OCO	OCONEE COUNTY JAIL	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4501	SDC	ODO	ODOM CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4502	SDC	ORA	ORANGE CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4503	SDC	PEN	PENDER CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4504	SDC	PET	PETERSBURG FEDERAL CORRECTIONAL INSTITUTE         	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4505	SDC	PHI	PHILLIPS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4506	SDC	PIE	PIEDMONT CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4507	SDC	POL	POLK CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4508	SDC	PON	INSTITUCION REGIONAL DEL SUR	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4509	SDC	POR	PORTSMOUTH CITY JAIL                              	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4510	SDC	POW	POWHATAN CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4511	SDC	PRI	ADMINISTRATION OF CORRECTIONS/PUERTO RICO         	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4512	SDC	PRY	PERRY CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4513	SDC	PUL	PULASKI                                           	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4514	SDC	PWC	PRINCE WILLIAM COUNTY ADC                         	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4515	SDC	PYO	POLK YOUTH INSTITUTION                            	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4516	SDC	QUO	PASQUOTANK C.I.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4517	SDC	RAN	RANDOLPH CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4518	SDC	RCC	ROCKINGHAM CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4519	SDC	RCW	RALEIGH CORRECTIONAL CENTER FOR WOMEN	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4520	SDC	RDG	RIDGELAND CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4521	SDC	RID	RIDGELAND CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4522	SDC	RIO	STATE PENITENTIARY	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4523	SDC	ROB	ROBESON CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4524	SDC	ROC	C/O SCI ROCKVIEW                                  	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4525	SDC	ROG	ROGERS CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4526	SDC	RTD	RUTHERFORD CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4527	SDC	RUT	RUTLEDGE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4528	SDC	SAB	SABANA HOYOS CAMP                                 	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4529	SDC	SAC	SANFORD CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4530	SDC	SAL	ROWAN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4531	SDC	SAM	SAMPSON CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4532	SDC	SAN	SANDHILLS YOUTH CENTER                            	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4533	SDC	SCC	SAMPSON CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4534	SDC	SCI	SUMTER COUNTY CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4535	SDC	SCT	SCOTT CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4536	SDC	SFD	SANFORD CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4537	SDC	SHA	SCI COAL TOWNSHIP                                 	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4538	SDC	SMI	SMITH CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4539	SDC	SOC	SOUTH CAROLINA DEPT OF CORRECTIONS                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4540	SDC	SOT	SOUTHERN CORRECTIONAL INST.                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4541	SDC	SOU	SOUTHERN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4542	SDC	STA	STANLY COUNTY JAIL	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4543	SDC	STB	ST. BRIDES CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4544	SDC	STO	STOKES CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4545	SDC	SUM	SUMTER CITY CORRECTIONAL INSTITUTION              	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4546	SDC	SYL	FCI. SCHYKLILL                                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4547	SDC	TDG	FCI, TALLADEGA	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4548	SDC	TEL	TELFAIR CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4549	SDC	TER	TERRELL CO. CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4550	SDC	TIL	TILLERY CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4551	SDC	TRI	TRIANGLE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4552	SDC	TRO	TROUP COUNTY C.I.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4553	SDC	TUR	TURBEVILLE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4554	SDC	UMS	UMSTEAD CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4555	SDC	VAN	VANCE CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4556	SDC	VCI	VALDOSTA CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4557	SDC	VSP	VIRGINIA STATE PENITENTIARY                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4558	SDC	WAK	WAKE CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4559	SDC	WAL	WALKER CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4560	SDC	WAR	WARE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4561	SDC	WAT	WATERBEE CORRECTIONAL INSTITUTION                 	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4562	SDC	WAY	WAYNE CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4563	SDC	WCC	WOMEN'S CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4564	SDC	WCI	WOMRN'S CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4565	SDC	WCP	WEST CENTRAL PRISON	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4566	SDC	WDC	WILLIAM DONALDSON CORRECTIONAL FACILITY           	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4567	SDC	WES	WESTERN YOUTH INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4568	SDC	WHI	WHITEVILLE PRISON UNIT	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4569	SDC	WIL	WILCOX C.I.                                       	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4570	SDC	WLD	WALDEN CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4571	SDC	WLK	WILKES CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4572	SDC	WNE	WAYNE CORRECTIONAL                                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4573	SDC	WOM	NC CORR. INSTITUTION FOR WOMEN	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	1
4574	SDC	WRE	WATEREE RIVER C.I.	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4575	SDC	WRN	WARREN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4576	SDC	WSH	WASHINGTON CORRECTIONAL INSTITUTE                 	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4577	SDC	YAD	YADKIN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2010-01-09 00:02:00.000	0
4578	SDC	YDC	YOUTH CENTER, DISTRICT OF COLUMBIA                	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
4579	SDC	YKN	YADKIN CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890	2010-01-09 00:02:00.000	1
2896	SEA	???	?????????????????                                 	2005-03-05 14:50:58.890		1
511	SEA	AWH	AIRWAY HEIGHTS	2003-08-10 11:23:16.927		1
512	SEA	BCJ	BONNEVILLE COUNTY JAIL	2003-08-10 11:23:16.927		1
513	SEA	CAZ	CENTRAL ARIZONA DETENTION CENTER	2003-08-10 11:23:16.927		1
514	SEA	CBC	CLALLUM BAY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		1
515	SEA	CCC	CEDAR CREEK CORRECTION CENTER	2003-08-10 11:23:16.927		1
516	SEA	CIP	COOK INLET PRETRIAL FACILITY	2003-08-10 11:23:16.927		1
517	SEA	CRC	COYOTE RIDGE CORRECTIONS CENTER	2003-08-10 11:23:16.927		1
